60	 96
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	h11	 h12	 h21	 h22	
1210	5.20	2.34	0	0.010	202	444	49.42	0.046	-0.924	0.503	 -0.021	 -0.021	 0.497	
1211	5.20	2.60	0	0.068	225	503	126.63	-0.296	-0.534	0.495	 -0.017	 -0.017	 0.505	
1212	5.20	2.86	0	0.010	190	678	100.89	0.965	0.376	0.515	 0.006	 0.006	 0.485	
1213	5.20	3.12	0	0.076	174	332	133.18	0.460	-0.778	0.499	 -0.020	 -0.020	 0.501	
1214	5.20	3.38	0	0.084	191	402	131.58	0.606	-0.601	0.497	 -0.022	 -0.022	 0.503	
1215	5.20	3.64	0	0.047	189	511	106.98	-0.105	-0.340	0.490	 -0.007	 -0.007	 0.510	
1216	5.20	3.90	0	0.041	234	508	116.44	0.291	-0.314	0.494	 -0.008	 -0.008	 0.506	
1217	5.20	4.16	0	0.050	206	420	116.05	-0.078	-0.976	0.492	 -0.010	 -0.010	 0.508	
1218	5.20	4.42	0	0.064	216	406	132.25	0.167	-0.574	0.498	 -0.016	 -0.016	 0.502	
1219	5.20	4.68	0	0.051	238	444	128.19	-0.494	-0.376	0.497	 -0.013	 -0.013	 0.503	
1220	5.20	4.94	0	0.062	239	513	90.12	0.337	-0.577	0.484	 -0.000	 -0.000	 0.516	
1221	5.20	5.20	1	0.589	1813	19689	94.25	0.680	-1.025	0.293	 -0.031	 -0.031	 0.707	
1222	5.20	5.46	1	0.590	2056	31297	89.86	0.681	-0.593	0.291	 0.001	 0.001	 0.709	
1223	5.20	5.72	1	0.479	3676	32209	82.77	0.325	-0.974	0.348	 0.039	 0.039	 0.652	
1224	5.20	5.98	1	0.450	9058	49040	54.29	0.333	-1.459	0.454	 0.137	 0.137	 0.546	
1225	5.20	6.24	1	0.168	14157	35411	88.04	-0.034	-0.428	0.454	 0.003	 0.003	 0.546	
1226	5.20	6.50	1	0.256	15594	45273	65.85	0.792	-0.362	0.451	 0.055	 0.055	 0.549	
1227	5.20	6.76	1	0.224	13216	42740	79.18	-0.085	-1.027	0.441	 0.023	 0.023	 0.559	
1228	5.20	7.02	1	0.289	15769	48266	59.69	0.443	-0.981	0.458	 0.074	 0.074	 0.542	
1229	5.20	7.28	1	0.339	13655	47275	68.97	0.404	-1.184	0.424	 0.068	 0.068	 0.576	
1230	5.20	7.54	1	0.332	12177	49315	61.28	0.536	-1.175	0.447	 0.084	 0.084	 0.553	
1231	5.20	7.80	1	0.408	11050	46765	56.27	0.418	-1.391	0.451	 0.118	 0.118	 0.549	
1232	5.20	8.06	1	0.322	10463	42774	72.49	0.202	-1.153	0.422	 0.055	 0.055	 0.578	
1233	5.20	8.32	1	0.425	10493	46838	70.72	0.519	-1.211	0.395	 0.084	 0.084	 0.605	
1234	5.20	8.58	1	0.511	10593	57635	64.14	0.990	-0.277	0.394	 0.135	 0.135	 0.606	
1235	5.20	8.84	1	0.520	5664	47492	65.77	0.692	-1.059	0.383	 0.132	 0.132	 0.617	
1236	5.20	9.10	1	0.435	12242	54635	66.78	0.651	-1.014	0.404	 0.101	 0.101	 0.596	
1237	5.20	9.36	1	0.591	4943	56060	76.18	0.553	-1.218	0.314	 0.097	 0.097	 0.686	
1238	5.20	9.62	1	0.625	6768	62741	73.48	0.700	-1.060	0.309	 0.124	 0.124	 0.691	
1239	5.20	9.88	1	0.637	7558	63954	71.93	0.926	-0.662	0.311	 0.138	 0.138	 0.689	
1240	5.20	10.14	1	0.746	2047	60265	64.38	1.072	-0.318	0.314	 0.232	 0.232	 0.686	
1241	5.20	10.40	1	0.733	2702	43061	60.61	1.015	-0.381	0.350	 0.247	 0.247	 0.650	
1242	5.20	10.66	1	0.602	7295	59345	65.10	0.807	-0.896	0.361	 0.164	 0.164	 0.639	
1243	5.20	10.92	1	0.504	11301	60109	69.94	0.810	-0.654	0.371	 0.109	 0.109	 0.629	
1244	5.20	11.18	1	0.596	6089	49612	73.53	0.653	-1.114	0.322	 0.116	 0.116	 0.678	
1245	5.20	11.44	1	0.680	3544	55259	73.04	0.817	-0.794	0.286	 0.144	 0.144	 0.714	
1246	5.20	11.70	1	0.551	6015	48779	67.90	0.129	-1.518	0.364	 0.133	 0.133	 0.636	
1247	5.20	11.96	1	0.496	4766	39230	57.23	0.272	-1.369	0.432	 0.150	 0.150	 0.568	
1248	5.20	12.22	1	0.404	4064	20520	88.38	0.514	-0.527	0.374	 0.007	 0.007	 0.626	
1249	5.20	12.48	1	0.660	4611	57291	84.68	0.701	-0.940	0.258	 0.045	 0.045	 0.742	
1250	5.20	12.74	1	0.723	3423	55572	80.25	0.776	-0.974	0.233	 0.094	 0.094	 0.767	
1251	5.20	13.00	1	0.804	999	60284	84.29	0.895	-0.766	0.171	 0.066	 0.066	 0.829	
1252	5.20	13.26	1	0.714	2819	53581	88.53	1.293	0.352	0.223	 0.014	 0.014	 0.777	
1253	5.20	13.52	0	0.257	273	1264	88.36	1.925	3.855	0.426	 0.004	 0.004	 0.574	
1254	5.20	13.78	0	0.037	240	518	120.10	-0.020	-0.470	0.495	 -0.008	 -0.008	 0.505	
1255	5.20	14.04	0	0.067	232	503	128.07	-0.043	-0.781	0.496	 -0.017	 -0.017	 0.504	
1256	5.20	14.30	0	0.030	221	455	132.49	-0.036	-0.876	0.499	 -0.008	 -0.008	 0.501	
1257	5.20	14.56	0	0.044	232	541	117.21	-0.046	-0.587	0.493	 -0.009	 -0.009	 0.507	
1258	5.20	14.82	0	0.035	219	480	126.12	-0.136	-0.930	0.497	 -0.008	 -0.008	 0.503	
1259	5.20	15.08	0	0.040	226	509	123.61	-0.000	-0.618	0.496	 -0.009	 -0.009	 0.504	
1260	5.20	15.34	0	0.010	218	545	58.27	0.417	-0.054	0.502	 -0.004	 -0.004	 0.498	
1261	5.46	0.00	0	0.010	236	562	64.26	0.603	-0.233	0.510	 -0.013	 -0.013	 0.490	
1262	5.46	0.26	0	0.089	218	504	129.98	0.298	-0.426	0.496	 -0.023	 -0.023	 0.504	
1263	5.46	0.52	0	0.106	211	490	126.37	0.576	-0.538	0.492	 -0.027	 -0.027	 0.508	
1264	5.46	0.78	0	0.042	195	522	51.74	-0.224	-0.777	0.498	 0.010	 0.010	 0.502	
1265	5.46	1.04	0	0.058	241	481	125.38	0.010	-0.329	0.495	 -0.014	 -0.014	 0.505	
1266	5.46	1.30	0	0.042	209	406	123.46	-0.336	-0.613	0.496	 -0.010	 -0.010	 0.504	
1267	5.46	1.56	0	0.010	227	532	92.22	0.140	-0.400	0.504	 0.000	 0.000	 0.496	
1268	5.46	1.82	0	0.010	252	507	51.30	0.074	-1.139	0.504	 -0.020	 -0.020	 0.496	
1269	5.46	2.08	0	0.043	214	558	155.49	0.452	-0.405	0.507	 -0.008	 -0.008	 0.493	
1270	5.46	2.34	0	0.058	274	513	82.55	0.839	0.646	0.485	 0.004	 0.004	 0.515	
1271	5.46	2.60	0	0.010	175	513	48.87	0.557	0.208	0.501	 -0.010	 -0.010	 0.499	
1272	5.46	2.86	0	0.060	196	385	145.59	-0.073	-0.881	0.506	 -0.014	 -0.014	 0.494	
1273	5.46	3.12	0	0.009	205	391	26.95	0.266	-0.811	0.501	 0.002	 0.002	 0.499	
1274	5.46	3.38	0	0.010	202	395	54.85	0.428	-0.704	0.505	 -0.014	 -0.014	 0.495	
1275	5.46	3.64	0	0.064	208	443	135.07	-0.118	-1.014	0.500	 -0.017	 -0.017	 0.500	
1276	5.46	3.90	0	0.073	192	525	134.52	0.646	0.772	0.500	 -0.019	 -0.019	 0.500	
1277	5.46	4.16	0	0.022	219	512	123.15	-0.263	-0.145	0.498	 -0.005	 -0.005	 0.502	
1278	5.46	4.42	0	0.042	228	448	111.79	0.086	-0.670	0.492	 -0.007	 -0.007	 0.508	
1279	5.46	4.68	0	0.091	233	514	85.01	0.528	0.432	0.476	 0.004	 0.004	 0.524	
1280	5.46	4.94	1	0.483	2248	19253	102.03	0.804	-0.439	0.355	 -0.065	 -0.065	 0.645	
1281	5.46	5.20	1	0.509	1983	21923	93.95	0.221	-1.279	0.331	 -0.023	 -0.023	 0.669	
1282	5.46	5.46	1	0.426	5292	31464	75.98	0.012	-1.354	0.381	 0.064	 0.064	 0.619	
1283	5.46	5.72	1	0.374	11128	41969	69.72	-0.093	-1.432	0.413	 0.075	 0.075	 0.587	
1284	5.46	5.98	1	0.242	8905	36682	79.72	-0.127	-0.726	0.435	 0.024	 0.024	 0.565	
1285	5.46	6.24	1	0.267	13304	38566	80.16	0.177	-1.214	0.428	 0.026	 0.026	 0.572	
1286	5.46	6.50	1	0.316	13338	46108	60.31	0.287	-1.083	0.452	 0.081	 0.081	 0.548	
1287	5.46	6.76	1	0.276	13482	41968	49.51	0.406	-1.409	0.487	 0.079	 0.079	 0.513	
1288	5.46	7.02	1	0.317	12523	43334	66.64	0.213	-1.633	0.435	 0.069	 0.069	 0.565	
1289	5.46	7.28	1	0.451	11351	56362	60.53	0.622	-0.935	0.425	 0.125	 0.125	 0.575	
1290	5.46	7.54	1	0.361	11071	46873	66.27	0.562	-0.935	0.426	 0.081	 0.081	 0.574	
1291	5.46	7.80	1	0.385	9857	44526	63.52	0.263	-1.399	0.428	 0.095	 0.095	 0.572	
1292	5.46	8.06	1	0.322	13927	45075	66.28	0.338	-1.408	0.435	 0.071	 0.071	 0.565	
1293	5.46	8.32	1	0.554	8267	54622	63.06	0.650	-1.059	0.387	 0.155	 0.155	 0.613	
1294	5.46	8.58	1	0.576	5504	58350	68.90	0.863	-0.586	0.350	 0.136	 0.136	 0.650	
1295	5.46	8.84	1	0.385	13897	50524	72.32	0.432	-1.369	0.403	 0.069	 0.069	 0.597	
1296	5.46	9.10	1	0.604	7145	58758	73.00	0.689	-1.158	0.321	 0.121	 0.121	 0.679	
1297	5.46	9.36	1	0.591	6908	58468	76.79	0.720	-0.907	0.312	 0.093	 0.093	 0.688	
1298	5.46	9.62	1	0.628	5617	63332	74.09	0.841	-0.675	0.305	 0.121	 0.121	 0.695	
1299	5.46	9.88	1	0.727	3843	62752	71.73	1.005	-0.473	0.271	 0.170	 0.170	 0.729	
1300	5.46	10.14	1	0.677	2727	43658	59.98	1.005	-0.257	0.372	 0.222	 0.222	 0.628	
1301	5.46	10.40	1	0.574	8479	57389	65.92	0.731	-1.006	0.366	 0.150	 0.150	 0.634	
1302	5.46	10.66	1	0.522	10787	57458	74.71	0.840	-0.805	0.348	 0.090	 0.090	 0.652	
1303	5.46	10.92	1	0.639	4294	54921	74.76	0.812	-0.883	0.298	 0.119	 0.119	 0.702	
1304	5.46	11.18	1	0.612	4589	51766	64.88	0.517	-1.030	0.359	 0.170	 0.170	 0.641	
1305	5.46	11.44	1	0.602	3731	44444	71.80	0.583	-1.103	0.327	 0.128	 0.128	 0.673	
1306	5.46	11.70	1	0.473	7310	52959	77.08	0.722	-0.722	0.361	 0.067	 0.067	 0.639	
1307	5.46	11.96	1	0.591	3410	43905	67.10	1.096	0.055	0.354	 0.150	 0.150	 0.646	
1308	5.46	12.22	1	0.698	3554	58235	82.43	1.057	-0.248	0.241	 0.070	 0.070	 0.759	
1309	5.46	12.48	1	0.696	3972	55139	84.88	0.763	-0.939	0.238	 0.047	 0.047	 0.762	
1310	5.46	12.74	1	0.824	1053	62952	88.81	0.929	-0.648	0.150	 0.015	 0.015	 0.850	
1311	5.46	13.00	1	0.763	2152	47326	87.11	1.150	-0.083	0.193	 0.031	 0.031	 0.807	
1312	5.46	13.26	1	0.803	989	52189	86.75	1.442	1.183	0.166	 0.038	 0.038	 0.834	
1313	5.46	13.52	0	0.049	234	607	102.51	0.789	1.337	0.489	 -0.005	 -0.005	 0.511	
1314	5.46	13.78	0	0.035	224	496	124.03	-0.101	-0.631	0.497	 -0.008	 -0.008	 0.503	
1315	5.46	14.04	0	0.038	228	502	123.96	-0.039	-0.681	0.496	 -0.009	 -0.009	 0.504	
1316	5.46	14.30	0	0.026	219	490	122.49	-0.036	-0.745	0.497	 -0.006	 -0.006	 0.503	
1317	5.46	14.56	0	0.010	246	489	81.25	-0.280	-0.738	0.528	 -0.009	 -0.009	 0.472	
1318	5.46	14.82	0	0.020	229	573	130.22	0.209	-0.734	0.499	 -0.005	 -0.005	 0.501	
1319	5.46	15.08	0	0.039	223	546	116.13	0.443	0.336	0.494	 -0.008	 -0.008	 0.506	
1320	5.46	15.34	0	0.010	226	516	119.36	0.184	-0.833	0.504	 0.006	 0.006	 0.496	
1321	5.72	0.00	0	0.010	191	348	48.41	0.410	-0.473	0.502	 -0.018	 -0.018	 0.498	
1322	5.72	0.26	0	0.010	189	356	48.33	0.528	-0.854	0.502	 -0.021	 -0.021	 0.498	
1323	5.72	0.52	0	0.098	199	434	133.93	0.724	-0.238	0.499	 -0.026	 -0.026	 0.501	
1324	5.72	0.78	0	0.047	209	434	128.16	1.363	1.945	0.497	 -0.012	 -0.012	 0.503	
1325	5.72	1.04	0	0.087	270	581	89.42	0.898	0.748	0.477	 0.000	 0.000	 0.523	
1326	5.72	1.30	0	0.010	225	468	47.75	-0.129	-1.029	0.502	 -0.019	 -0.019	 0.498	
1327	5.72	1.56	0	0.037	238	507	116.85	0.240	0.168	0.494	 -0.008	 -0.008	 0.506	
1328	5.72	1.82	0	0.055	239	484	125.39	0.239	-0.794	0.495	 -0.013	 -0.013	 0.505	
1329	5.72	2.08	0	0.010	196	558	126.76	0.798	0.579	0.501	 0.003	 0.003	 0.499	
1330	5.72	2.34	0	0.091	240	549	149.64	0.576	-0.547	0.512	 -0.021	 -0.021	 0.488	
1331	5.72	2.60	0	0.010	214	428	47.63	0.207	-0.750	0.501	 -0.014	 -0.014	 0.499	
1332	5.72	2.86	0	0.082	228	468	133.39	-0.147	-1.060	0.499	 -0.021	 -0.021	 0.501	
1333	5.72	3.12	0	0.073	173	393	130.45	0.236	-0.760	0.497	 -0.019	 -0.019	 0.503	
1334	5.72	3.38	0	0.010	191	389	46.80	0.056	-0.159	0.501	 -0.012	 -0.012	 0.499	
1335	5.72	3.64	0	0.010	218	454	54.53	0.182	-0.731	0.506	 -0.016	 -0.016	 0.494	
1336	5.72	3.90	0	0.051	225	498	114.26	-0.664	0.136	0.491	 -0.010	 -0.010	 0.509	
1337	5.72	4.16	0	0.037	205	416	117.90	-0.149	-0.692	0.495	 -0.008	 -0.008	 0.505	
1338	5.72	4.42	0	0.031	199	425	119.14	-0.430	1.029	0.496	 -0.007	 -0.007	 0.504	
1339	5.72	4.68	0	0.127	240	523	77.84	0.911	0.848	0.469	 0.014	 0.014	 0.531	
1340	5.72	4.94	1	0.568	2669	30862	110.76	1.146	0.043	0.351	 -0.132	 -0.132	 0.649	
1341	5.72	5.20	1	0.454	2395	18299	92.62	0.324	-1.012	0.354	 -0.013	 -0.013	 0.646	
1342	5.72	5.46	1	0.429	4607	29214	66.91	0.141	-1.467	0.405	 0.099	 0.099	 0.595	
1343	5.72	5.72	1	0.280	12498	44651	77.29	0.377	-0.792	0.426	 0.035	 0.035	 0.574	
1344	5.72	5.98	1	0.280	11689	39849	86.77	0.950	-0.005	0.419	 0.009	 0.009	 0.581	
1345	5.72	6.24	1	0.244	10455	38367	74.64	0.042	-1.288	0.440	 0.036	 0.036	 0.560	
1346	5.72	6.50	1	0.242	12552	40816	71.00	0.447	-0.850	0.446	 0.042	 0.042	 0.554	
1347	5.72	6.76	1	0.010	15958	47284	132.51	0.317	-1.160	0.505	 0.052	 0.052	 0.495	
1348	5.72	7.02	1	0.301	14113	39060	66.88	-0.033	-1.493	0.439	 0.064	 0.064	 0.561	
1349	5.72	7.28	1	0.443	10530	50282	58.39	0.565	-1.008	0.436	 0.127	 0.127	 0.564	
1350	5.72	7.54	1	0.393	8942	42693	72.11	0.462	-1.069	0.401	 0.072	 0.072	 0.599	
1351	5.72	7.80	1	0.377	9702	43766	70.97	0.399	-0.937	0.408	 0.072	 0.072	 0.592	
1352	5.72	8.06	1	0.473	9084	49080	63.57	0.588	-1.191	0.406	 0.124	 0.124	 0.594	
1353	5.72	8.32	1	0.520	6896	42882	70.96	0.498	-1.337	0.362	 0.108	 0.108	 0.638	
1354	5.72	8.58	1	0.447	7560	49894	68.06	0.445	-0.960	0.396	 0.100	 0.100	 0.604	
1355	5.72	8.84	1	0.447	7854	47195	75.47	0.407	-0.982	0.374	 0.070	 0.070	 0.626	
1356	5.72	9.10	1	0.595	6562	52840	80.25	0.624	-1.177	0.300	 0.071	 0.071	 0.700	
1357	5.72	9.36	1	0.536	6473	55665	79.94	0.560	-1.051	0.328	 0.063	 0.063	 0.672	
1358	5.72	9.62	1	0.680	6045	64651	72.59	0.960	-0.633	0.289	 0.147	 0.147	 0.711	
1359	5.72	9.88	1	0.662	6149	63655	72.27	1.037	-0.413	0.298	 0.144	 0.144	 0.702	
1360	5.72	10.14	1	0.716	1970	47161	62.83	1.051	-0.311	0.338	 0.226	 0.226	 0.662	
1361	5.72	10.40	1	0.566	9946	59104	64.66	0.680	-1.103	0.375	 0.153	 0.153	 0.625	
1362	5.72	10.66	1	0.463	10485	57554	72.83	1.137	0.005	0.376	 0.085	 0.085	 0.624	
1363	5.72	10.92	1	0.629	6566	61518	78.31	0.904	-0.717	0.289	 0.091	 0.091	 0.711	
1364	5.72	11.18	1	0.630	5194	51782	72.89	0.782	-0.734	0.310	 0.129	 0.129	 0.690	
1365	5.72	11.44	1	0.626	3797	52087	60.08	0.658	-1.155	0.386	 0.197	 0.197	 0.614	
1366	5.72	11.70	1	0.445	5765	41462	93.64	-0.129	-1.390	0.358	 -0.018	 -0.018	 0.642	
1367	5.72	11.96	1	0.440	8580	42711	40.10	0.708	-0.427	0.524	 0.139	 0.139	 0.476	
1368	5.72	12.22	1	0.561	5067	41866	79.52	0.751	-0.861	0.318	 0.070	 0.070	 0.682	
1369	5.72	12.48	1	0.647	2976	50564	83.23	0.577	-1.183	0.268	 0.056	 0.056	 0.732	
1370	5.72	12.74	1	0.783	1402	50096	86.02	0.717	-1.051	0.181	 0.045	 0.045	 0.819	
1371	5.72	13.00	1	0.811	1303	56271	86.02	1.119	-0.264	0.162	 0.047	 0.047	 0.838	
1372	5.72	13.26	1	0.726	1876	56111	89.64	1.586	1.641	0.215	 0.004	 0.004	 0.785	
1373	5.72	13.52	0	0.062	231	533	92.37	-0.057	-0.124	0.484	 -0.001	 -0.001	 0.516	
1374	5.72	13.78	0	0.010	226	686	123.81	1.634	1.863	0.519	 0.046	 0.046	 0.481	
1375	5.72	14.04	0	0.031	226	484	130.66	-0.015	-0.743	0.499	 -0.008	 -0.008	 0.501	
1376	5.72	14.30	0	0.028	230	503	125.99	-0.047	-0.823	0.498	 -0.007	 -0.007	 0.502	
1377	5.72	14.56	0	0.010	207	397	72.70	0.068	-0.774	0.505	 -0.003	 -0.003	 0.495	
1378	5.72	14.82	0	0.034	223	542	114.26	0.351	0.134	0.494	 -0.007	 -0.007	 0.506	
1379	5.72	15.08	0	0.028	219	517	118.12	0.196	-0.301	0.496	 -0.006	 -0.006	 0.504	
1380	5.72	15.34	0	0.027	221	487	132.90	-0.122	-0.808	0.499	 -0.007	 -0.007	 0.501	
1381	5.98	0.00	0	0.108	199	409	136.63	0.585	-0.778	0.502	 -0.028	 -0.028	 0.498	
1382	5.98	0.26	0	0.010	219	414	54.73	0.569	-0.164	0.506	 -0.017	 -0.017	 0.494	
1383	5.98	0.52	0	0.051	245	456	117.18	-0.118	-0.383	0.492	 -0.011	 -0.011	 0.508	
1384	5.98	0.78	0	0.076	261	476	148.11	0.269	-0.526	0.509	 -0.018	 -0.018	 0.491	
1385	5.98	1.04	0	0.040	239	448	113.94	-0.123	-0.310	0.493	 -0.007	 -0.007	 0.507	
1386	5.98	1.30	0	0.010	243	592	45.64	0.659	-0.895	0.501	 -0.033	 -0.033	 0.499	
1387	5.98	1.56	0	0.040	211	425	110.96	-0.075	-0.850	0.492	 -0.007	 -0.007	 0.508	
1388	5.98	1.82	0	0.055	200	481	163.28	0.561	-0.308	0.512	 -0.008	 -0.008	 0.488	
1389	5.98	2.08	0	0.010	204	466	47.38	0.055	-0.714	0.502	 -0.021	 -0.021	 0.498	
1390	5.98	2.34	0	0.010	213	449	54.72	0.216	-0.680	0.503	 -0.010	 -0.010	 0.497	
1391	5.98	2.60	0	0.051	224	534	127.87	0.892	1.486	0.497	 -0.013	 -0.013	 0.503	
1392	5.98	2.86	0	0.089	179	376	134.21	0.417	-0.763	0.499	 -0.023	 -0.023	 0.501	
1393	5.98	3.12	0	0.010	189	344	45.54	0.556	-0.677	0.500	 -0.016	 -0.016	 0.500	
1394	5.98	3.38	0	0.061	197	470	120.81	0.347	-0.075	0.493	 -0.014	 -0.014	 0.507	
1395	5.98	3.64	0	0.023	250	522	115.69	0.623	0.194	0.496	 -0.005	 -0.005	 0.504	
1396	5.98	3.90	0	0.049	197	386	120.58	0.153	-0.715	0.494	 -0.011	 -0.011	 0.506	
1397	5.98	4.16	0	0.030	215	385	100.97	-0.289	0.561	0.493	 -0.003	 -0.003	 0.507	
1398	5.98	4.42	1	0.554	783	5963	100.70	0.870	-0.726	0.322	 -0.070	 -0.070	 0.678	
1399	5.98	4.68	1	0.496	3170	19789	119.23	0.562	-1.425	0.414	 -0.141	 -0.141	 0.586	
1400	5.98	4.94	1	0.380	4560	24200	98.77	0.024	-1.380	0.388	 -0.035	 -0.035	 0.612	
1401	5.98	5.20	1	0.340	10723	38210	55.20	0.164	-1.567	0.464	 0.096	 0.096	 0.536	
1402	5.98	5.46	1	0.209	10254	36527	71.04	0.056	-1.044	0.454	 0.036	 0.036	 0.546	
1403	5.98	5.72	1	0.221	11379	38116	79.27	0.052	-1.075	0.442	 0.023	 0.023	 0.558	
1404	5.98	5.98	1	0.242	10978	36871	67.58	0.002	-1.467	0.451	 0.049	 0.049	 0.549	
1405	5.98	6.24	1	0.138	15883	38339	85.59	0.440	-0.552	0.463	 0.006	 0.006	 0.537	
1406	5.98	6.50	1	0.243	16500	41272	56.58	0.278	-1.046	0.473	 0.064	 0.064	 0.527	
1407	5.98	6.76	1	0.270	15182	44896	57.78	0.105	-0.969	0.466	 0.070	 0.070	 0.534	
1408	5.98	7.02	1	0.375	11458	43433	69.09	-0.012	-1.603	0.414	 0.077	 0.077	 0.586	
1409	5.98	7.28	1	0.426	8155	44927	71.31	0.044	-1.560	0.392	 0.082	 0.082	 0.608	
1410	5.98	7.54	1	0.427	11915	48318	65.58	0.581	-1.099	0.411	 0.102	 0.102	 0.589	
1411	5.98	7.80	1	0.506	9203	56269	63.77	0.739	-0.782	0.397	 0.134	 0.134	 0.603	
1412	5.98	8.06	1	0.531	6631	43945	70.50	0.660	-1.116	0.359	 0.114	 0.114	 0.641	
1413	5.98	8.32	1	0.416	7168	47280	67.06	0.492	-0.688	0.409	 0.094	 0.094	 0.591	
1414	5.98	8.58	1	0.400	8547	45704	70.69	0.908	-0.425	0.402	 0.078	 0.078	 0.598	
1415	5.98	8.84	1	0.563	6215	58350	77.35	0.839	-0.503	0.323	 0.084	 0.084	 0.677	
1416	5.98	9.10	1	0.526	9696	58668	78.25	0.751	-0.878	0.336	 0.071	 0.071	 0.664	
1417	5.98	9.36	1	0.684	5028	63808	72.09	0.875	-0.776	0.289	 0.152	 0.152	 0.711	
1418	5.98	9.62	1	0.667	5081	63086	77.69	1.129	-0.213	0.272	 0.104	 0.104	 0.728	
1419	5.98	9.88	1	0.692	2766	40637	67.21	1.180	0.146	0.315	 0.189	 0.189	 0.685	
1420	5.98	10.14	1	0.551	9564	58822	71.27	0.724	-0.879	0.349	 0.115	 0.115	 0.651	
1421	5.98	10.40	1	0.444	10815	57278	70.40	1.027	-0.308	0.389	 0.090	 0.090	 0.611	
1422	5.98	10.66	1	0.526	6696	50542	73.54	0.607	-1.111	0.350	 0.097	 0.097	 0.650	
1423	5.98	10.92	1	0.621	5117	45459	72.69	0.909	-0.652	0.315	 0.128	 0.128	 0.685	
1424	5.98	11.18	1	0.588	4668	47329	59.03	0.287	-1.447	0.402	 0.184	 0.184	 0.598	
1425	5.98	11.44	1	0.625	4009	49322	54.61	0.524	-1.331	0.425	 0.215	 0.215	 0.575	
1426	5.98	11.70	1	0.010	9868	34492	114.22	-0.011	-1.144	0.555	 0.062	 0.062	 0.445	
1427	5.98	11.96	1	0.483	6460	46328	66.48	0.339	-1.155	0.391	 0.117	 0.117	 0.609	
1428	5.98	12.22	1	0.595	5518	53738	78.83	0.585	-1.142	0.304	 0.080	 0.080	 0.696	
1429	5.98	12.48	1	0.832	893	51015	88.73	1.106	-0.365	0.144	 0.016	 0.016	 0.856	
1430	5.98	12.74	1	0.792	1296	49070	89.93	0.954	-0.564	0.172	 0.001	 0.001	 0.828	
1431	5.98	13.00	1	0.792	1538	51463	88.59	1.354	0.513	0.173	 0.016	 0.016	 0.827	
1432	5.98	13.26	1	0.801	591	21520	91.97	2.035	3.473	0.167	 -0.023	 -0.023	 0.833	
1433	5.98	13.52	0	0.037	240	587	84.01	0.559	-0.419	0.491	 0.002	 0.002	 0.509	
1434	5.98	13.78	0	0.029	225	468	124.51	-0.092	-0.888	0.497	 -0.007	 -0.007	 0.503	
1435	5.98	14.04	0	0.038	229	516	127.34	-0.147	-0.681	0.497	 -0.009	 -0.009	 0.503	
1436	5.98	14.30	0	0.039	220	500	127.22	-0.022	-0.804	0.497	 -0.010	 -0.010	 0.503	
1437	5.98	14.56	0	0.057	216	573	100.94	0.517	0.380	0.486	 -0.005	 -0.005	 0.514	
1438	5.98	14.82	0	0.010	228	508	58.12	-0.107	-0.950	0.509	 -0.018	 -0.018	 0.491	
1439	5.98	15.08	0	0.010	230	520	45.73	0.049	-0.603	0.500	 -0.011	 -0.011	 0.500	
1440	5.98	15.34	0	0.043	223	515	124.55	0.121	-0.243	0.496	 -0.010	 -0.010	 0.504	
1441	6.24	0.00	0	0.010	196	421	48.78	0.410	-0.375	0.503	 -0.022	 -0.022	 0.497	
1442	6.24	0.26	0	0.010	199	374	53.56	0.214	-1.017	0.505	 -0.016	 -0.016	 0.495	
1443	6.24	0.52	0	0.060	230	475	129.85	0.189	-0.906	0.497	 -0.015	 -0.015	 0.503	
1444	6.24	0.78	0	0.052	226	468	131.31	0.472	-0.181	0.498	 -0.013	 -0.013	 0.502	
1445	6.24	1.04	0	0.148	247	1588	83.85	3.455	11.553	0.461	 0.009	 0.009	 0.539	
1446	6.24	1.30	0	0.052	237	481	117.69	0.157	-0.752	0.492	 -0.011	 -0.011	 0.508	
1447	6.24	1.56	0	0.010	244	500	53.08	-0.211	-0.635	0.502	 -0.007	 -0.007	 0.498	
1448	6.24	1.82	0	0.010	242	473	48.69	0.140	-1.089	0.501	 -0.010	 -0.010	 0.499	
1449	6.24	2.08	0	0.010	227	481	49.80	-0.031	-1.199	0.502	 -0.014	 -0.014	 0.498	
1450	6.24	2.34	0	0.010	242	458	67.92	0.862	0.387	0.504	 -0.004	 -0.004	 0.496	
1451	6.24	2.60	0	0.010	210	629	79.16	1.133	0.627	0.505	 -0.002	 -0.002	 0.495	
1452	6.24	2.86	0	0.079	188	339	133.94	0.557	-0.659	0.499	 -0.021	 -0.021	 0.501	
1453	6.24	3.12	0	0.081	190	382	133.10	0.668	-0.648	0.499	 -0.021	 -0.021	 0.501	
1454	6.24	3.38	0	0.010	217	420	72.34	0.571	0.458	0.506	 -0.004	 -0.004	 0.494	
1455	6.24	3.64	0	0.041	231	524	134.78	0.702	0.128	0.500	 -0.010	 -0.010	 0.500	
1456	6.24	3.90	0	0.026	191	391	107.58	-0.545	-0.286	0.495	 -0.004	 -0.004	 0.505	
1457	6.24	4.16	0	0.014	219	469	140.60	-0.164	-0.254	0.501	 -0.003	 -0.003	 0.499	
